code,species,laboratory_species,Penicillin,Ceftriaxone,Vancomycin,Piperacillin-Tazobactam,Ciprofloxacin,Cefepime,Cotrimoxazole,Meropenem,Moxifloxacin,Amoxicillin-Clavulanic acid,Colistin,Tobramycin,Ceftazidime,Ceftolozane-Tazobactam,Ceftazidime-Avibactam,Ceftobiprole,Quinolones,Tigecycline,Levofloxacin,Fosfomycin,Amikacin,Imipenem,Minocycline,Gentamicin,Ceftarolin,Ampicillin-Sulbactam,Gentamicin_high_level,Aztreonam,Clindamycin,Amoxicillin,Metronidazole,Daptomycin,Ampicillin-Amoxicillin,Caspofungin,Voriconazole,Posaconazole,Amphotericin B,Itraconazole,Fluconazole,Erythromycin,Doxycycline,Isavuconazole,Anidulafungin,5-Fluorocytosine,Micafungin,Tetracycline,Azithromycin,Ertapenem,Fosfomycin-Trometamol,Norfloxacin,Cefpodoxime,Nitrofurantoin,Aminoglycosides,Chloramphenicol,Rifampicin_1mg-l,Rifampicin,Linezolid,Amoxicillin-Clavulanic acid_uncomplicated_HWI,Strepomycin_high_level,Teicoplanin,Cefuroxime,Penicillin_with_endokarditis,Penicillin_without_endokarditis,Meropenem_with_meningitis,Meropenem_without_meningitis,Cefazolin,Oxacillin,Fusidic acid,Streptomycin,Isoniazid_.1mg-l,Pyrazinamide,Ethambutol_5mg-l,Cefixime,Mupirocin,Vancomycin_GRD,Teicoplanin_GRD,Cefoxitin_screen,Penicillin_with_meningitis,Clarithromycin,Penicillin_with_other_infections,Penicillin_with_pneumonia,Meropenem_with_pneumonia
8d7b7b18-33bf-4e9d-9520-8a8386b55565_MALDI1,Corynebacterium amycolatum,Corynebacterium amycolatum,R,R,S,-,R,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
b7552138-3706-4765-a28d-264e7876b814_MALDI1,Candida albicans,Candida albicans,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,S,S,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99191931-3ed3-4a25-9bb2-e65e3fb6939d_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ccbc594c-472b-4b09-b13e-fc9f3877fb56_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e448fe03-dd3f-4e5d-9c5d-3f0782bf0dad_MALDI1,Streptococcus pyogenes,Streptococcus pyogenes,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
b9af2612-ddc8-41c0-90aa-04c8fcf16f8d_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,R,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ffa86a12-b871-4184-8253-c0926343a345_MALDI1,Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,S,-,S,S,S,S,S,-,R,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a3868ab5-1996-489e-8ee4-afcdb1e28138_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7299132f-840a-43f3-9956-dc0926a4f147_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a58b5873-56d4-415b-9b82-f0f6434c2bd4_MALDI1,Candida albicans,Candida albicans,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,S,S,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
237f5540-c75f-4a4f-a176-9455ea84e9ad_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d14bdc88-98eb-4dac-869b-1f7f195b23cf_MALDI1,Enterococcus faecium,Enterococcus faecium,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,R,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a050bc47-5611-4c8a-b65b-926fb73e8065_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7ebaeeb7-efbe-4566-a6a4-761b001d8bf6_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a5649584-5485-4fb1-930e-9f2a5d682427_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
824468d4-3f2c-499a-9d56-bd3cb6cd0e9b_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51b82a9c-6497-4d69-a498-8ce0d9e649c5_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d9156d5d-b612-4bfc-b7f9-24d5bbf4a661_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
718a2be8-bd52-4576-8580-39ec0ac4fe7a_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4d510d2d-33de-4632-8fcf-dcdffc4888ea_MALDI1,Streptococcus anginosus,Streptococcus anginosus,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21f0c8a0-4ca9-49b3-b277-d1dcfe23c69f_MALDI1,MIX!Achromobacter insolitus,Achromobacter species,-,-,-,S,S,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9da22e73-0e0c-42a9-8e82-66b254f36ecb_MALDI1,Streptococcus agalactiae,Streptococcus agalactiae,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9089a677-3fb3-4f76-9821-03f34171e7d5_MALDI1,Streptococcus agalactiae,Streptococcus agalactiae,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f6cd55da-f67b-4e1c-a446-894025a88ee9_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,R,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
da0e7af0-f7b8-49e4-8e92-aac89269e9c1_MALDI1,Hafnia alvei,Hafnia alvei,-,R,-,R,S,S,S,S,-,R,R,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d424e786-d8d6-46b8-bba7-8701c1facb24_MALDI1,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60a0cbc7-1bd9-426d-821e-66c6fbfa1c7e_MALDI1,Serratia marcescens,Serratia marcescens,-,S,-,S,S,S,S,S,-,R,R,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52c35578-73e5-47b9-bf1a-f26792f47078_MALDI1,Haemophilus parainfluenzae,Haemophilus influenzae,-,S,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f07c215c-8a78-4555-9539-3a84dc98aef2_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,R,S,-,S,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6c31b1e2-23f0-4588-9045-116a288b2503_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
895b4259-41cd-408f-8bd4-e6fe6a0804ae_MALDI1,Proteus mirabilis,Proteus mirabilis,-,S,-,S,S,S,S,S,-,S,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bf7b489a-251a-4ddd-8331-fefd041e3d0a_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f6991229-d988-40b8-94d3-185ecab4218e_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48e9ecb7-6369-4886-927c-211f8f166cd4_MALDI1,Klebsiella oxytoca,Klebsiella oxytoca,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d2d81579-0e0d-4c13-b913-3b66c371c7a3_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,R,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8774934e-5cf8-4e5a-9c72-3d6bca2f0cd3_MALDI1,Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,R,-,R,S,I,S,S,-,R,S,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9b5ee7c2-43ed-4026-bc0a-f2c51ed0d8a4_MALDI1,Klebsiella oxytoca,Klebsiella oxytoca,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e8da91ae-5942-45e7-a348-1c9bef7ca793_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,R,S,S,-,S,-,-,S,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ad628afc-fc57-4084-ba92-90c18d938319_MALDI1,Escherichia coli,Escherichia coli,-,R,-,S,R,I,S,S,-,R,S,R,R,-,-,-,-,-,R,-,I,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dad4d881-5f5a-4730-ac50-fc03ac537cbc_MALDI1,Proteus mirabilis,Proteus mirabilis,-,S,-,S,R,S,R,S,-,R,R,R,S,-,-,-,-,-,R,-,S,I,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
482968a7-24da-4369-a5ce-dee0546a0318_MALDI1,Proteus mirabilis,Proteus mirabilis / penneri,-,S,-,S,S,S,S,S,-,S,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2ad9f6e7-8bfe-44eb-bc95-60415534e1ad_MALDI1,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50a8281d-fe53-4c0a-9163-c976c61030ee_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4fb9f91c-29b1-4370-8137-df3ec7242e62_MALDI1,Proteus mirabilis,Proteus mirabilis,-,S,-,S,S,S,R,S,-,R,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59fd4c4c-ba64-40a4-bc64-d093bda9d7f6_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2373b04f-202e-416d-808e-c7ac611f2108_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a89992b2-33cc-4482-a282-72ae93e8b9ce_MALDI1,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
c2559be0-f001-4306-a91d-d0f9bb3260f7_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,R,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bdb1d401-fae4-475b-9a6f-ac2d97cf7bd6_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,R,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2ded8301-ef65-4368-a889-4aab4e4df060_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
196bcb40-cbe0-4739-818d-2dd288986193_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
705d234a-0254-459a-9767-4ef1c35393da_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4ffca46c-5280-4ebd-ad82-d9b71c1a534b_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
705aa96b-d855-4888-9de3-a0a56139471a_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ac2f5659-24ff-402d-a9cd-61c83072b05b_MALDI1,Staphylococcus aureus,-,R,R,S,R,S,R,S,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,R,-,-,-,-,R,R,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
afd4a416-4aaa-49ed-805e-a125ddd04ad1_MALDI1,Enterococcus faecium,Enterococcus faecium,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,R,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
de408044-4eed-44be-b325-2372642f21de_MALDI1,Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,S,-,S,S,S,S,S,-,R,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
381d5203-1039-4866-a2a1-c4d79a77650e_MALDI1,MIX!Achromobacter insolitus,Achromobacter species,-,-,-,S,S,R,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
edb13b1e-905d-47d5-aa23-0df5d05c2888_MALDI1,Streptococcus pneumoniae,Streptococcus pneumoniae,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-
